Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak,Prodi,Label,abstrak_tokens
Aplikasi Penerjemah Bahasa Madura-Indonesia Dan Indonesia-Madura Menggunakan Free Contex Parsing Algorithm,Rahilah,"Firdaus Solihin, S.Kom.,M.Kom","Fika Hastarita Rachman,S.T.,M.Eng",bahasa madura salah bahasa daerah indonesia hilang identitas sebab minim tahu pola lestari bahasa madura pola ajar efektif transformasi tahu jalan salah satu aplikasi terjemah bahasa madura indonesia terjemah kalimat teliti metode free context parsing algorithm aplikasi referensi ajar tingkat mampu bahasa tingkat bahasa madura enje iyeh tingkat bahasa madura halus engghi bunten bahasa madura tahan kenal masyarakat madura masyarakat madura aplikasi bas web terjemah bahasa bahasa madura bahasa indonesia bahasa indonesia bahasa madura hasil uji kalimat dokumen sistem erti hasil bukti nilai presisi oleh kurang hasil terjemah sempurna segi tata bahasa madura kunci aplikasi terjemah bahasa free contex parsing algorithm, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['bahasa', 'madura', 'salah', 'bahasa', 'daerah', 'indonesia', 'hilang', 'identitas', 'sebab', 'minim', 'tahu', 'pola', 'lestari', 'bahasa', 'madura', 'pola', 'ajar', 'efektif', 'transformasi', 'tahu', 'jalan', 'salah', 'satu', 'aplikasi', 'terjemah', 'bahasa', 'madura', 'indonesia', 'terjemah', 'kalimat', 'teliti', 'metode', 'free', 'context', 'parsing', 'algorithm', 'aplikasi', 'referensi', 'ajar', 'tingkat', 'mampu', 'bahasa', 'tingkat', 'bahasa', 'madura', 'enje', 'iyeh', 'tingkat', 'bahasa', 'madura', 'halus', 'engghi', 'bunten', 'bahasa', 'madura', 'tahan', 'kenal', 'masyarakat', 'madura', 'masyarakat', 'madura', 'aplikasi', 'bas', 'web', 'terjemah', 'bahasa', 'bahasa', 'madura', 'bahasa', 'indonesia', 'bahasa', 'indonesia', 'bahasa', 'madura', 'hasil', 'uji', 'kalimat', 'dokumen', 'sistem', 'erti', 'hasil', 'bukti', 'nilai', 'presisi', 'oleh', 'kurang', 'hasil', 'terjemah', 'sempurna', 'segi', 'tata', 'bahasa', 'madura', 'kunci', 'aplikasi', 'terjemah', 'bahasa', 'free', 'contex', 'parsing', 'algorithm']"
PENERAPAN MODIFIKASI METODE ENHANCED CONFIX STRIPPING STEMMER PADA TEKS BERBAHASA MADURA,Andi Sholihin,"Firdaus Solihin, S.Kom.,M.Kom.","Fika Hastarita Rachman, S.T., M.Eng",stemming teknik temu dasar alami imbuh hilang hapus imbuh imbuh algoritma enhanced confix stripping stemmer algoritma stemming akurat cari bentuk dasar bahasa indonesia bahasa madura milik struktur morfologi bahasa indonesia bahasa madura milik bentuk awal ter ater akhir panoteng sisip sesselan ulang rangkebbhan modifikasi algoritma enhanced confix stripping stemmer tabel atur penggal langkah langkah algoritma tambah langkah algoritma sesuai morfologi bahasa madura hasil algoritma kembang algoritma enhanced confix stripping stemmer analisa uji sistem bangun oleh hasil modifikasi algoritma enhanced confix stripping stemmer teks bahasa madura persentase bahasa madura hasil distemming uji modifikasi enhanced confix stripping stemmer teks bahasa madura nilai efektif terap, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['stemming', 'teknik', 'temu', 'dasar', 'alami', 'imbuh', 'hilang', 'hapus', 'imbuh', 'imbuh', 'algoritma', 'enhanced', 'confix', 'stripping', 'stemmer', 'algoritma', 'stemming', 'akurat', 'cari', 'bentuk', 'dasar', 'bahasa', 'indonesia', 'bahasa', 'madura', 'milik', 'struktur', 'morfologi', 'bahasa', 'indonesia', 'bahasa', 'madura', 'milik', 'bentuk', 'awal', 'ter', 'ater', 'akhir', 'panoteng', 'sisip', 'sesselan', 'ulang', 'rangkebbhan', 'modifikasi', 'algoritma', 'enhanced', 'confix', 'stripping', 'stemmer', 'tabel', 'atur', 'penggal', 'langkah', 'langkah', 'algoritma', 'tambah', 'langkah', 'algoritma', 'sesuai', 'morfologi', 'bahasa', 'madura', 'hasil', 'algoritma', 'kembang', 'algoritma', 'enhanced', 'confix', 'stripping', 'stemmer', 'analisa', 'uji', 'sistem', 'bangun', 'oleh', 'hasil', 'modifikasi', 'algoritma', 'enhanced', 'confix', 'stripping', 'stemmer', 'teks', 'bahasa', 'madura', 'persentase', 'bahasa', 'madura', 'hasil', 'distemming', 'uji', 'modifikasi', 'enhanced', 'confix', 'stripping', 'stemmer', 'teks', 'bahasa', 'madura', 'nilai', 'efektif', 'terap']"
PENJADWALAN PRODUKSI ROKOK MENGGUNAKAN METODE SHORTEST PROCESSING TIME UNTUK MENDUKUNG PENERAPAN SUPPLY CHAIN MANAGEMENT,Erwin Andriyansyah,"Baâin Khusnul Khotimah, ST., M.Kom.","Yeni Kustiyahningsih, S.kom., M.kom.",pola supply chain management aktivitas jadwal produksi ubah jadwal produksi penuh minta konsumen jadwal produksi salah fungsi awas produksi pera maksimal dapat jual minimal biaya produksi proses produksi jalan efisien proses produksi jalan efisien proses supply chain management alir lancar masalah usaha rokok gudang alam jadwal produksi usaha sales barang kirim mes agen barang terima proses supply chain management jalan teliti ada alokasi bahan bahan baku bahan bahan bantu lengkap olah instalasi fasilitas tentu tunjang proses supply chain jalan hasil jadwal liput produk hasil olah produk dahulu proses produksi jadwal produksi rokok urut metode shortest processing time hasil jadwal produksi rokok meminimalisir lambat sesuai minta konsumen kunci penjadwaln produksi shortest processing time supply chain management, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['pola', 'supply', 'chain', 'management', 'aktivitas', 'jadwal', 'produksi', 'ubah', 'jadwal', 'produksi', 'penuh', 'minta', 'konsumen', 'jadwal', 'produksi', 'salah', 'fungsi', 'awas', 'produksi', 'pera', 'maksimal', 'dapat', 'jual', 'minimal', 'biaya', 'produksi', 'proses', 'produksi', 'jalan', 'efisien', 'proses', 'produksi', 'jalan', 'efisien', 'proses', 'supply', 'chain', 'management', 'alir', 'lancar', 'masalah', 'usaha', 'rokok', 'gudang', 'alam', 'jadwal', 'produksi', 'usaha', 'sales', 'barang', 'kirim', 'mes', 'agen', 'barang', 'terima', 'proses', 'supply', 'chain', 'management', 'jalan', 'teliti', 'ada', 'alokasi', 'bahan', 'bahan', 'baku', 'bahan', 'bahan', 'bantu', 'lengkap', 'olah', 'instalasi', 'fasilitas', 'tentu', 'tunjang', 'proses', 'supply', 'chain', 'jalan', 'hasil', 'jadwal', 'liput', 'produk', 'hasil', 'olah', 'produk', 'dahulu', 'proses', 'produksi', 'jadwal', 'produksi', 'rokok', 'urut', 'metode', 'shortest', 'processing', 'time', 'hasil', 'jadwal', 'produksi', 'rokok', 'meminimalisir', 'lambat', 'sesuai', 'minta', 'konsumen', 'kunci', 'penjadwaln', 'produksi', 'shortest', 'processing', 'time', 'supply', 'chain', 'management']"
RANCANG BANGUN SISTEM PERAMALAN DISTRIBUSI BERAS MENGGUNAKAN METODE EXPONENTIAL SMOOTHING,hendra pramana putra,"fika hastarita. S.T., M.Eng","bain khusnul khotimah, S.T., M.Kom",salah komponen tunjang operasi usaha beras giat prediksi beras butuh konsumen prediksi rencana kerja usaha efektif efisien proses distribusi tumpu beras gudang megakibatkan kwalitas beras turun pasu beras distribusi beras imbang keseimbangn proses distribusi beras teliti identifikasi pola distribusi beras bulog kabupaten pamekasan metode amal baik dasar pola data distribusi beras sistem hasil amal periode acu rencana strategi distribusi terap bulog kabupaten pamekasan proses distribusi beras tentu metode exponential smooting amal baik data parameter masuk ukur tingkat salah amal terap metode tahu amal baik alpha identifikasi nilai square error percentage error pe cari nilai salah hitung mean square error mse mean absolute percentage error mape kunci amal distribusi exponential smoothing mean error mse mean absolute percentage error mape, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['salah', 'komponen', 'tunjang', 'operasi', 'usaha', 'beras', 'giat', 'prediksi', 'beras', 'butuh', 'konsumen', 'prediksi', 'rencana', 'kerja', 'usaha', 'efektif', 'efisien', 'proses', 'distribusi', 'tumpu', 'beras', 'gudang', 'megakibatkan', 'kwalitas', 'beras', 'turun', 'pasu', 'beras', 'distribusi', 'beras', 'imbang', 'keseimbangn', 'proses', 'distribusi', 'beras', 'teliti', 'identifikasi', 'pola', 'distribusi', 'beras', 'bulog', 'kabupaten', 'pamekasan', 'metode', 'amal', 'baik', 'dasar', 'pola', 'data', 'distribusi', 'beras', 'sistem', 'hasil', 'amal', 'periode', 'acu', 'rencana', 'strategi', 'distribusi', 'terap', 'bulog', 'kabupaten', 'pamekasan', 'proses', 'distribusi', 'beras', 'tentu', 'metode', 'exponential', 'smooting', 'amal', 'baik', 'data', 'parameter', 'masuk', 'ukur', 'tingkat', 'salah', 'amal', 'terap', 'metode', 'tahu', 'amal', 'baik', 'alpha', 'identifikasi', 'nilai', 'square', 'error', 'percentage', 'error', 'pe', 'cari', 'nilai', 'salah', 'hitung', 'mean', 'square', 'error', 'mse', 'mean', 'absolute', 'percentage', 'error', 'mape', 'kunci', 'amal', 'distribusi', 'exponential', 'smoothing', 'mean', 'error', 'mse', 'mean', 'absolute', 'percentage', 'error', 'mape']"
SISTEM PERAMALAN TINGKAT PENGANGGURAN WILAYAH BANGKALAN MENGGUNAKAN ALGORITMA BACKPROPAGATION,ALI IMRON ZAMZAMI,"Ba'in Khusnul Khotimah, S.T., M.Kom.","Firli Irhamni, S.T., M.Kom.",kabupaten bangkal duduk ikut anggur anggur sosial perhati dasar masalah sistem amal tekan angka anggur kabupaten bangkal sistem algoritma backpropagation sesuai bobot hubung jadi solusi tentu anggur jaring jaring latih variabel masuk data sistem amal algoritma backpropagation proses uji coba dapat nilai konfigurasi parameter baik konfigurasi lerning rate toleransi error maksimal epoch hidden layer parameter pilih parameter baik hasil iterasi milik nilai akurasi error baik sistem uji dapat mse mape oleh anggur kabupaten bangkal jiwa data pengangguan bps kabupaten bangakalan jiwa kunci amal algoritma backpropagation anggur, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['kabupaten', 'bangkal', 'duduk', 'ikut', 'anggur', 'anggur', 'sosial', 'perhati', 'dasar', 'masalah', 'sistem', 'amal', 'tekan', 'angka', 'anggur', 'kabupaten', 'bangkal', 'sistem', 'algoritma', 'backpropagation', 'sesuai', 'bobot', 'hubung', 'jadi', 'solusi', 'tentu', 'anggur', 'jaring', 'jaring', 'latih', 'variabel', 'masuk', 'data', 'sistem', 'amal', 'algoritma', 'backpropagation', 'proses', 'uji', 'coba', 'dapat', 'nilai', 'konfigurasi', 'parameter', 'baik', 'konfigurasi', 'lerning', 'rate', 'toleransi', 'error', 'maksimal', 'epoch', 'hidden', 'layer', 'parameter', 'pilih', 'parameter', 'baik', 'hasil', 'iterasi', 'milik', 'nilai', 'akurasi', 'error', 'baik', 'sistem', 'uji', 'dapat', 'mse', 'mape', 'oleh', 'anggur', 'kabupaten', 'bangkal', 'jiwa', 'data', 'pengangguan', 'bps', 'kabupaten', 'bangakalan', 'jiwa', 'kunci', 'amal', 'algoritma', 'backpropagation', 'anggur']"
PENDETEKSIAN MINUTIAE PADA SIDIK JARI MENGGUNAKAN CROSSING NUMBER,Yanto Erwanto,"Dr. Arif Muntasa, S.Si.,M.T","Rima Tri Wahyuningrum, S.T.,M.T",deteksi minutiae sidik jarimenggunakan crossing numberberbagai teliti citra sidik jari deteksi klasifikasi kenal pola sidik jari uni milik sidik jari jadi kenal identitas salah fitur kenal sidik jari sama letak minutiae sidik jari minutiae definisi titik titik titik titik cabang garis garis alur ridge informasi unik sidik jari minutiae bagi minutiae termination ridge minutiae bifurcation ridge pisah cabang teliti bahas deteksi letak minutiae sidik jari metode crossing number skenario proses binaryzation skenario nilai treshold nilai mean piksel citra skenario nilai treshold langkah teliti masuk citra sidik jari load image grayscaling binaryzation thinning block filter langkah deteksi minutiae ekstraksi minutiae crossing number hasil uji coba oleh deteksi minutiae termination skenario banding skenario akurasi deteksi minutiae bifurcation skenario banding skenario akurasi kunci minutea minutiae bifurcation minutiae termination crossing number, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['deteksi', 'minutiae', 'sidik', 'jarimenggunakan', 'crossing', 'numberberbagai', 'teliti', 'citra', 'sidik', 'jari', 'deteksi', 'klasifikasi', 'kenal', 'pola', 'sidik', 'jari', 'uni', 'milik', 'sidik', 'jari', 'jadi', 'kenal', 'identitas', 'salah', 'fitur', 'kenal', 'sidik', 'jari', 'sama', 'letak', 'minutiae', 'sidik', 'jari', 'minutiae', 'definisi', 'titik', 'titik', 'titik', 'titik', 'cabang', 'garis', 'garis', 'alur', 'ridge', 'informasi', 'unik', 'sidik', 'jari', 'minutiae', 'bagi', 'minutiae', 'termination', 'ridge', 'minutiae', 'bifurcation', 'ridge', 'pisah', 'cabang', 'teliti', 'bahas', 'deteksi', 'letak', 'minutiae', 'sidik', 'jari', 'metode', 'crossing', 'number', 'skenario', 'proses', 'binaryzation', 'skenario', 'nilai', 'treshold', 'nilai', 'mean', 'piksel', 'citra', 'skenario', 'nilai', 'treshold', 'langkah', 'teliti', 'masuk', 'citra', 'sidik', 'jari', 'load', 'image', 'grayscaling', 'binaryzation', 'thinning', 'block', 'filter', 'langkah', 'deteksi', 'minutiae', 'ekstraksi', 'minutiae', 'crossing', 'number', 'hasil', 'uji', 'coba', 'oleh', 'deteksi', 'minutiae', 'termination', 'skenario', 'banding', 'skenario', 'akurasi', 'deteksi', 'minutiae', 'bifurcation', 'skenario', 'banding', 'skenario', 'akurasi', 'kunci', 'minutea', 'minutiae', 'bifurcation', 'minutiae', 'termination', 'crossing', 'number']"
EKSTRAKSI PENAMBAHAN STOPLIST DARI KATA UMUM DOKUMEN HASIL KLASIFIKASI PRETOPOLOGY,Mohammad Mastur,"Fika Hastarita Rachman, ST.,MEng.","Firdaus Solihin, SKom.,Mkom.",dokumen teks bahasa indonesia limpah tambah proses cari dokumen hasil relevan sesuai keingi guna stopword relevan muncul dokumen kumpul stopword stoplist sistem temu informasi asumsi hapus stoplist kurang proses bidang ekstraksi dokumen hasil klasifikasi banding efektifitas aplikasi cari hapus stoplist aplikasi cari hapus stoplist tingkat relevansi proses cari dokumen hasil uji coba klasifikasi pretopology dokumen teknik ekonomi tani oleh nilai recall precision uji coba cari query dokumen teknik ekonomi tani aplikasi cari oleh nilai recall precision f measure proses detik aplikasi cari threshold detik aplikasi cari efektif aplikasi cari kunci sistem temu informasi stoplist klasifikasi pretopology, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['dokumen', 'teks', 'bahasa', 'indonesia', 'limpah', 'tambah', 'proses', 'cari', 'dokumen', 'hasil', 'relevan', 'sesuai', 'keingi', 'guna', 'stopword', 'relevan', 'muncul', 'dokumen', 'kumpul', 'stopword', 'stoplist', 'sistem', 'temu', 'informasi', 'asumsi', 'hapus', 'stoplist', 'kurang', 'proses', 'bidang', 'ekstraksi', 'dokumen', 'hasil', 'klasifikasi', 'banding', 'efektifitas', 'aplikasi', 'cari', 'hapus', 'stoplist', 'aplikasi', 'cari', 'hapus', 'stoplist', 'tingkat', 'relevansi', 'proses', 'cari', 'dokumen', 'hasil', 'uji', 'coba', 'klasifikasi', 'pretopology', 'dokumen', 'teknik', 'ekonomi', 'tani', 'oleh', 'nilai', 'recall', 'precision', 'uji', 'coba', 'cari', 'query', 'dokumen', 'teknik', 'ekonomi', 'tani', 'aplikasi', 'cari', 'oleh', 'nilai', 'recall', 'precision', 'f', 'measure', 'proses', 'detik', 'aplikasi', 'cari', 'threshold', 'detik', 'aplikasi', 'cari', 'efektif', 'aplikasi', 'cari', 'kunci', 'sistem', 'temu', 'informasi', 'stoplist', 'klasifikasi', 'pretopology']"
Analisa Pemilihan Alat Kontrasepsi Dengan Menggunakan Metode Naive Bayes,Ratih Marcelina,Firli Irhamni,Muhammad Ali Syakur,kb singkat keluarga rencana kamus bahasa indonesia kb gera bentuk keluarga yan sehat sejahtera atur hamil kb rencana keluarga atur guna alat alat kontrasepsi peggulangan hamil pil suntik iud anak anggap ideal anak proses tentu pilih alat kontrasepsi metode amal sistem metode na ve bayes classifer hitung tepat tentu pilih alat kontrasepsi aplikasi sistem dukung putus na ve bayes classifer jadi solusi tentu alat kontrasepsi nilai konfigurasi parameter sistem dukung putus na ve bayes classifer kunci alat kontrasepsi sistem dukung putus na ve bayes classifer, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['kb', 'singkat', 'keluarga', 'rencana', 'kamus', 'bahasa', 'indonesia', 'kb', 'gera', 'bentuk', 'keluarga', 'yan', 'sehat', 'sejahtera', 'atur', 'hamil', 'kb', 'rencana', 'keluarga', 'atur', 'guna', 'alat', 'alat', 'kontrasepsi', 'peggulangan', 'hamil', 'pil', 'suntik', 'iud', 'anak', 'anggap', 'ideal', 'anak', 'proses', 'tentu', 'pilih', 'alat', 'kontrasepsi', 'metode', 'amal', 'sistem', 'metode', 'na', 've', 'bayes', 'classifer', 'hitung', 'tepat', 'tentu', 'pilih', 'alat', 'kontrasepsi', 'aplikasi', 'sistem', 'dukung', 'putus', 'na', 've', 'bayes', 'classifer', 'jadi', 'solusi', 'tentu', 'alat', 'kontrasepsi', 'nilai', 'konfigurasi', 'parameter', 'sistem', 'dukung', 'putus', 'na', 've', 'bayes', 'classifer', 'kunci', 'alat', 'kontrasepsi', 'sistem', 'dukung', 'putus', 'na', 've', 'bayes', 'classifer']"
EKSTRAKSI FITUR PRINCIPAL COMPONENT ANALYSIS (PCA) UNTUK PENGENALAN HURUF ABJAD BAHASA ISYARAT PADA SISTEM ISYARAT BAHASA INDONESIA (SIBI),Adelia Kusuma Wardani,"Cucun Very Angkoso, S.T., M.T.","Ari Kusumaningsih, S.T., M.T.",komunikasi hidup masyarakat orang butuh komunikasi sarana sosial orang kecuali milik batas fisik tuna rungu tuna wicara sibi menupakan bahasa gera tangan ekspresi wajah alat komunikasi derita tuna rungu tuna wicara latar teliti teliti tuju sistem kenal abjad jari sibi abjad a z metode teliti metode ekstraksi fitur principal component analysis ukur jarak dekat euclidean distance teliti data citra data training testing proses uji coba sistem metode ekstraksi fitur pca hitung jarak euclidean distance skenario uji teliti hasil tingkat akurasi uji coba pisah data training data training huruf kecuali j z data training huruf j z, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['komunikasi', 'hidup', 'masyarakat', 'orang', 'butuh', 'komunikasi', 'sarana', 'sosial', 'orang', 'kecuali', 'milik', 'batas', 'fisik', 'tuna', 'rungu', 'tuna', 'wicara', 'sibi', 'menupakan', 'bahasa', 'gera', 'tangan', 'ekspresi', 'wajah', 'alat', 'komunikasi', 'derita', 'tuna', 'rungu', 'tuna', 'wicara', 'latar', 'teliti', 'teliti', 'tuju', 'sistem', 'kenal', 'abjad', 'jari', 'sibi', 'abjad', 'a', 'z', 'metode', 'teliti', 'metode', 'ekstraksi', 'fitur', 'principal', 'component', 'analysis', 'ukur', 'jarak', 'dekat', 'euclidean', 'distance', 'teliti', 'data', 'citra', 'data', 'training', 'testing', 'proses', 'uji', 'coba', 'sistem', 'metode', 'ekstraksi', 'fitur', 'pca', 'hitung', 'jarak', 'euclidean', 'distance', 'skenario', 'uji', 'teliti', 'hasil', 'tingkat', 'akurasi', 'uji', 'coba', 'pisah', 'data', 'training', 'data', 'training', 'huruf', 'kecuali', 'j', 'z', 'data', 'training', 'huruf', 'j', 'z']"
Manajemen Workflow Layanan Akademik Berbasis Business Process Management System (BPMS),Didik Mawardi,"Hermawan S.T., M.Kom","Yeni Kustiyahningsih, S.Kom., M.Kom",laya akademik usaha guru mudah penuh butuh mahasiswa kait giat akademik laya akademik efektif efisien model bpms bpms sedia visualisasi model proses bisnis fasilitas dukung runtime service jembatan butuh strategi bisnis teknologi informasi guna bpms dukung model praktis optimal efisiensi guna tenaga biaya proses pembangu implementasi model desain teliti dapat implementasi sistem handal transaksi real time penuh butuh proses bisnis kompleks laya akademik guru, Jurusan Teknik Informatika,RPL,"['laya', 'akademik', 'usaha', 'guru', 'mudah', 'penuh', 'butuh', 'mahasiswa', 'kait', 'giat', 'akademik', 'laya', 'akademik', 'efektif', 'efisien', 'model', 'bpms', 'bpms', 'sedia', 'visualisasi', 'model', 'proses', 'bisnis', 'fasilitas', 'dukung', 'runtime', 'service', 'jembatan', 'butuh', 'strategi', 'bisnis', 'teknologi', 'informasi', 'guna', 'bpms', 'dukung', 'model', 'praktis', 'optimal', 'efisiensi', 'guna', 'tenaga', 'biaya', 'proses', 'pembangu', 'implementasi', 'model', 'desain', 'teliti', 'dapat', 'implementasi', 'sistem', 'handal', 'transaksi', 'real', 'time', 'penuh', 'butuh', 'proses', 'bisnis', 'kompleks', 'laya', 'akademik', 'guru']"
APLIKASI SISTEM PENDUKUNG KEPUTUSAN DALAM PENENTUAN BEASISWA BIDIK MISI DENGAN PERBANDINGAN METODE ANALITYCAL HIERARCY PROCESS (AHP) DAN ELIMINATION AND CHOICE TRANSLATION REALETY (ELECTRE),(Studi K,ARDIANSYAH ZULKARNAIN,"RIZA ALFITA, S.T, M.T",yen kustiyahningsih s kom m kom,"Pemerataan dalam akses ke perguruan tinggi jenjang pendidikan menengah, sampai saat ini masih merupakan masalah di negara ini. Banyak lulusan jenjang pendidikan menengah yang berprestasi dan merupakan calon mahasiswa potensial tidak dapat melanjutkan ke jenjang pendidikan tinggi karena berasal dari kalangan keluarga yang kurang mampu secara ekonomi, menghadapi kendala seperti inilah program terbaru yang dikelola DIKTI adalah berupa solusi beasiswa bidik misi. Dengan perbandingan antara Metode Analitycal Hierarcy Process (AHP), untuk menyusun suatu struktur hierarchy, menentukan nilai prioritas kriteria dan Elimination and Choice Translation Realety (Electre) digunakan pada kondisi dimana alternatif yang kurang sesuai dengan kriteria dieleminasi, dan alternatif yang sesuai dapat dihasilkan. Berdasarkan uji coba dengan menggunakan data bidik misi tahun 2011, telah dapat dibuat suatu sistem pengambilan keputusan dalam prosentase ketepatan antara sistem dengan kondisi real, untuk metode  AHP 83.1 % dan metode Electre 49.01 %.Keyword : AHP, Electre, Bidik Misi, Consistency,  Kriteria dan Nilai Prioritas.",Kecerdasan Komputasional,"['yen', 'kustiyahningsih', 's', 'kom', 'm', 'kom']"
